"","Estimate","Std. Error","z value","Pr(>|z|)"
"taxadiatom",2.38652613091565,0.075218097399158,31.7280842434917,6.37036121178371e-221
"taxaforam",2.36688684366012,0.0525550698966153,45.0363180624854,0
"taxanano",2.63266229265044,0.0495260028706809,53.1571727991995,0
"taxaradio",2.64952530783501,0.0691363636922776,38.3231799639898,0
