"","Estimate","Std. Error","z value","Pr(>|z|)"
"taxadiatom",-3.1631584974006,0.105865130659675,-29.8791346847643,3.67394023575494e-196
"taxaforam",-3.23452417683217,0.0770668047145959,-41.9703942418618,0
"taxanano",-3.29456439883493,0.066715784423926,-49.3820829250928,0
"taxaradio",-3.37740466165882,0.0960901801009813,-35.1482811054105,1.23487269784581e-270
