"","Estimate","Std. Error","z value","Pr(>|z|)","taxa.rand","site.rand"
"(Intercept)",-0.873545699626579,0.07202247930446,-12.1287924001317,7.43375552123458e-34,0.0127006046432353,0.208088065051512
"cat.befcumul",0.691912173171527,0.0401759482104326,17.2220496090707,1.81447160880966e-66,0.0127006046432353,0.208088065051512
"cat.befinstant",0.431610546688353,0.0326914920258587,13.2025343580817,8.4832180004231e-40,0.0127006046432353,0.208088065051512
"cat.befnovel",0.67317648599153,0.0465999411210554,14.4458655911771,2.66191971983092e-47,0.0127006046432353,0.208088065051512
"cat.aftcumul",0.325178312576227,0.045106880608073,7.20906230252659,5.63384822744978e-13,0.0127006046432353,0.208088065051512
"cat.aftinstant",1.3622998504022,0.0365138441885636,37.3091324859431,1.16700219641269e-304,0.0127006046432353,0.208088065051512
"cat.aftnovel",1.16116056616887,0.0537472727648375,21.6040834527426,1.64419151547195e-103,0.0127006046432353,0.208088065051512
"lag.scaled",0.131201837676572,0.00674309132249551,19.4572239054321,2.53129945788785e-84,0.0127006046432353,0.208088065051512
