"","Estimate","Std. Error","z value","Pr(>|z|)"
"taxadiatom",-2.64468058716603,0.0839417624886981,-31.5061360252247,7.15826823756865e-218
"taxaforam",-2.62156148433341,0.0585395027174445,-44.7827768026496,0
"taxanano",-3.01721048275857,0.0587401489425368,-51.3653869980852,0
"taxaradio",-2.88200350818627,0.0765946599733653,-37.6266897612503,0
