"","Estimate","Std. Error","z value","Pr(>|z|)"
"taxadiatom",-3.08739946207981,0.102255583600166,-30.1929670085498,2.92968783925087e-200
"taxaforam",-2.99074246959695,0.0689366582767649,-43.3839200268427,0
"taxanano",-3.43208786868149,0.0711364122591893,-48.2465696495417,0
"taxaradio",-3.37740466166601,0.0960903560935348,-35.1482167302869,1.23767223743944e-270
